iter	RMSE
547	32.79586614
548	32.75210468
549	32.67968374
550	32.63043074
551	32.61018104
552	32.57964537
553	32.53997667
554	32.49994136
555	32.48087279
556	32.46152209
557	32.4209818
558	32.35185772
559	32.32264726
560	32.27068941
561	32.22330455
562	32.20905329
563	32.17572308
564	32.14890014
565	32.0987516
566	32.06595643
567	32.02348716
568	31.97782169
569	31.96809359
570	31.92126049
571	31.86188487
572	31.81714287
573	31.79610526
574	31.74635519
575	31.71281147
576	31.65971345
577	31.62094449
578	31.59168784
579	31.55062692
580	31.51242256
581	31.49459951
582	31.44531724
583	31.39862286
584	31.328883
585	31.28415627
586	31.23932406
587	31.1674281
588	31.13345715
589	31.10031446
590	31.03288513
591	30.99454806
592	30.98276489
593	30.9311085
594	30.89579131
595	30.8552381
596	30.82517081
597	30.81724642
598	30.78256412
599	30.75877906
600	30.72447119
601	30.68773594
602	30.64191781
603	30.63571354
604	30.60198146
605	30.57200063
606	30.5293576
607	30.52440133
608	30.49016129
609	30.48270674
610	30.4367831
611	30.40147731
612	30.35444645
613	30.31490117
614	30.28256406
615	30.24423135
616	30.24101816
617	30.20945548
618	30.16804865
619	30.13079943
620	30.09847215
621	30.07163552
622	30.01406239
623	29.97364202
624	29.92426818
625	29.8837338
626	29.82524917
627	29.79433395
628	29.75025567
629	29.72978195
630	29.69869376
631	29.69335439
632	29.65411895
633	29.61019568
634	29.57617309
635	29.52123304
636	29.50193818
637	29.47646269
638	29.43522367
639	29.3898024
640	29.3363985
641	29.28915179
642	29.23820547
643	29.21230036
644	29.19386872
645	29.17923568
646	29.14396063
647	29.10784855
648	29.08170493
649	29.07400604
650	29.04452221
651	29.02453996
652	28.98677985
653	28.9477233
654	28.94448409
655	28.90904683
656	28.87366011
657	28.83598773
658	28.78791459
659	28.75253923
660	28.7294656
661	28.72666186
662	28.70040235
663	28.65335124
664	28.60189722
665	28.55381463
666	28.52935127
667	28.49552967
668	28.46303146
669	28.43466704
670	28.39118116
671	28.35635403
672	28.32248594
673	28.27882338
674	28.25455814
675	28.21003838
676	28.16515352
677	28.1262352
678	28.10721812
679	28.10294496
680	28.07668667
681	28.04566651
682	28.0382544
683	27.99971326
684	27.96096831
685	27.95058408
686	27.90271023
687	27.86798411
688	27.83371455
689	27.81903727
690	27.77703346
691	27.75727716
692	27.72253637
693	27.68929492
694	27.66528915
695	27.63253979
696	27.62668276
697	27.61071781
698	27.57497626
699	27.54256363
700	27.50654944
701	27.47316919
702	27.44327201
703	27.40416381
704	27.36400393
705	27.33310623
706	27.29680538
707	27.27729905
708	27.27393201
709	27.23934919
710	27.18269927
711	27.1423422
712	27.11298046
713	27.09642613
714	27.06690225
715	27.03874573
716	27.02057461
717	26.99512073
718	26.96957248
719	26.93775481
720	26.89790394
721	26.86389465
722	26.85163797
723	26.81030879
724	26.80745817
725	26.7808923
726	26.74253978
727	26.71742209
728	26.69734804
729	26.6648097
730	26.61769853
731	26.57616086
732	26.54559913
733	26.49579382
734	26.48007897
735	26.45544181
736	26.4249815
737	26.42263158
738	26.42041991
739	26.37552748
740	26.34808879
741	26.31664363
742	26.27922931
743	26.25112429
744	26.22533618
745	26.19660071
746	26.16560328
747	26.14211043
748	26.12849762
749	26.11008235
750	26.07821808
751	26.0425758
752	26.01669089
753	25.98979938
754	25.97178992
755	25.95990478
756	25.95816068
757	25.91617885
758	25.87975134
759	25.85455407
760	25.83019579
761	25.79588023
762	25.75861166
763	25.70979113
764	25.67535733
765	25.65532971
766	25.62696375
767	25.61104983
768	25.60891864
769	25.59645915
770	25.58006308
771	25.56896977
772	25.55892289
773	25.50601257
774	25.47366027
775	25.45468227
776	25.42974257
777	25.407841
778	25.37423102
779	25.34434794
780	25.31714614
781	25.26990218
782	25.25941594
783	25.21281782
784	25.16895087
785	25.15701458
786	25.15336988
787	25.12724998
788	25.1028702
789	25.0871343
790	25.07424168
791	25.02610428
792	24.99146943
793	24.93773397
794	24.89407548
795	24.88077829
796	24.84222386
797	24.81875852
798	24.81696751
799	24.78847099
800	24.76119444
801	24.7590651
802	24.74967352
803	24.74779892
804	24.71504635
805	24.70039953
806	24.68944659
807	24.65509709
808	24.6263035
809	24.60313316
810	24.57622074
811	24.55077477
812	24.5193563
813	24.49469232
814	24.45884224
815	24.44069218
816	24.39574024
817	24.37189057
818	24.33209097
819	24.32228846
820	24.2989888
821	24.26611048
822	24.25042392
823	24.22683161
824	24.19788528
825	24.16854579
826	24.12933037
827	24.09003523
828	24.05270208
829	24.03739094
830	24.018911
831	23.98546688
832	23.97890869
833	23.95264522
834	23.93795709
835	23.91400367
836	23.89419015
837	23.85812693
838	23.80924155
839	23.79438435
840	23.76718497
841	23.7456046
842	23.72189086
843	23.67933339
844	23.66954313
845	23.6325837
846	23.60229406
847	23.58875138
848	23.56646162
849	23.53785543
850	23.51809069
851	23.49092357
852	23.46968311
853	23.4397649
854	23.40378865
855	23.38484608
856	23.35524182
857	23.32520625
858	23.3070485
859	23.28958836
860	23.27291553
861	23.2506438
862	23.24856488
863	23.21787731
864	23.19533751
865	23.1628353
866	23.12772284
867	23.11285024
868	23.10003487
869	23.0694462
870	23.04927896
871	23.01590001
872	22.97471845
873	22.97177364
874	22.95277777
875	22.92715729
876	22.92523776
877	22.90265732
878	22.87955009
879	22.85087387
880	22.83059433
881	22.81433927
882	22.77366693
883	22.74570103
884	22.72109611
885	22.70707983
886	22.69557166
887	22.66361911
888	22.66196922
889	22.64769329
890	22.61559435
891	22.5939473
892	22.57387527
893	22.55357741
894	22.53444029
895	22.50967911
896	22.49020357
897	22.45242968
898	22.41442768
899	22.37967013
900	22.36232774
901	22.32699849
902	22.29058616
903	22.26534354
904	22.23266404
905	22.21257293
906	22.211541
907	22.18139203
908	22.1616244
909	22.14587886
910	22.12909515
911	22.10747626
912	22.07435217
913	22.05588283
914	22.04621746
915	22.03605015
916	22.01975328
917	22.01801107
918	22.01680195
919	21.99848312
920	21.98284131
921	21.96290399
922	21.96172843
923	21.94477831
924	21.93802829
925	21.93674329
926	21.91386159
927	21.89520029
928	21.8722145
929	21.83550354
930	21.82262222
931	21.80162855
932	21.77781805
933	21.75956998
934	21.75817755
935	21.72941245
936	21.70479235
937	21.69272029
938	21.69179895
939	21.6727519
940	21.65229428
941	21.62759597
942	21.60019781
943	21.5806474
944	21.56301015
945	21.53119322
946	21.51173204
947	21.49155264
948	21.47359288
949	21.45547649
950	21.44684705
951	21.42997791
952	21.41045708
953	21.3946287
954	21.3579057
955	21.32758108
956	21.31927874
957	21.291163
958	21.27513656
959	21.24864229
960	21.23914473
961	21.22272992
962	21.20463357
963	21.17775588
964	21.15510843
965	21.13554611
966	21.11041878
967	21.07778749
968	21.04746823
969	21.01404332
970	21.00583505
971	20.9901038
972	20.98894639
973	20.97881331
974	20.95922123
975	20.93204616
976	20.90776665
977	20.87508567
978	20.85463047
979	20.83746282
980	20.83641944
981	20.81706684
982	20.80099732
983	20.76577648
984	20.74105096
985	20.74028165
986	20.70816351
987	20.7072483
988	20.67405075
989	20.65191092
990	20.62638344
991	20.59646341
992	20.57259752
993	20.55896669
994	20.53007829
995	20.50445435
996	20.50351105
997	20.47984052
998	20.46708164
999	20.45664961
