지점,지점명,일시,최고기온(°C),일강수량(mm),평균 상대습도(%),합계 일조시간(hr)
119,수원,2018-08-04,35,,72.6,10.7
119,수원,2018-08-05,34.3,0,78.9,10.8
119,수원,2018-08-06,34.8,1,79.9,7.1
119,수원,2018-08-07,36.4,0,69.1,9.2
119,수원,2018-08-08,36,,75.3,10.3
119,수원,2018-08-09,34.1,,80.5,5.7
119,수원,2018-08-10,37,,65.8,11.3
119,수원,2018-08-11,35.6,,62.6,9
119,수원,2018-08-12,35.6,2.8,65.5,9.8
119,수원,2018-08-13,36.7,,70.1,9.7
119,수원,2018-08-14,37.1,,62.9,7.6
119,수원,2018-08-15,39.2,,60.1,11.3
119,수원,2018-08-16,35.9,,56.5,11
119,수원,2018-08-17,32.5,,47.8,12.6
119,수원,2018-08-18,32.1,,56.4,10.8
119,수원,2018-08-19,33.8,,62,9.1
119,수원,2018-08-20,32.8,,65.4,4.8
119,수원,2018-08-21,30.1,5.7,82.4,3.8
119,수원,2018-08-22,37.2,,64.5,11.9
119,수원,2018-08-23,33.2,3.7,66,.6
119,수원,2018-08-24,28,12.2,91.1,.5
119,수원,2018-08-25,29.6,,80.8,4.5
119,수원,2018-08-26,25.9,4,82.3,.5
119,수원,2018-08-27,24.6,53.1,99.4,0
119,수원,2018-08-28,25.4,124.8,100,0
119,수원,2018-08-29,29.6,8.5,88.3,2.9
119,수원,2018-08-30,31.4,1.9,85.3,6.5
119,수원,2018-08-31,30,.9,78.6,7.7
119,수원,2018-09-01,30.7,,68.8,11.1
119,수원,2018-09-02,29.9,,62.8,9.1
119,수원,2018-09-03,28.5,17.7,85,1.1
119,수원,2018-09-04,29.3,,77,10
119,수원,2018-09-05,29,,72.1,11.1
119,수원,2018-09-06,28.8,6.7,83.6,2.6
119,수원,2018-09-07,25.4,1,65.9,9.5
119,수원,2018-09-08,28.2,,61.9,12.1
119,수원,2018-09-09,28.3,,65.3,10.3
119,수원,2018-09-10,28,,56.4,10.7
119,수원,2018-09-11,25.7,,56.3,8.4
119,수원,2018-09-12,27.6,,60.9,10.4
119,수원,2018-09-13,28,,69.6,5.4
119,수원,2018-09-14,25.1,.2,74.8,.1
119,수원,2018-09-15,23.6,6.9,93.5,0
119,수원,2018-09-16,25.4,1.6,92.8,0
119,수원,2018-09-17,27.8,0,75.5,11.4
119,수원,2018-09-18,26.9,,72,7.2
119,수원,2018-09-19,26.9,.1,69.9,.7
119,수원,2018-09-20,20.3,5.7,92,0
119,수원,2018-09-21,22.1,20,93.4,.1
119,수원,2018-09-22,26.5,.5,75.4,10.6
119,수원,2018-09-23,25.7,1.3,67.5,6.7
119,수원,2018-09-24,23.3,,63.9,11.1
119,수원,2018-09-25,24.1,,61.8,10.5
119,수원,2018-09-26,24.8,,58.3,7
119,수원,2018-09-27,24.8,,58.1,10.4
119,수원,2018-09-28,21.3,,66.5,2.7
119,수원,2018-09-29,27,,70,11.2
119,수원,2018-09-30,22.4,,64.4,10.8
119,수원,2018-10-01,20.8,.1,64.1,6.7
119,수원,2018-10-02,21.8,,74.1,11
119,수원,2018-10-03,24.6,,72.5,11
119,수원,2018-10-04,25.6,,64.3,8.9
119,수원,2018-10-05,19.4,27.2,89.4,0
119,수원,2018-10-06,22.6,76,91.3,2.4
119,수원,2018-10-07,22.2,,65.8,10.4
119,수원,2018-10-08,21.2,,63.9,9.3
119,수원,2018-10-09,19.7,,67.8,1.9
119,수원,2018-10-10,16.2,3,63.8,6.8
119,수원,2018-10-11,15.5,,60.3,8.3
119,수원,2018-10-12,17.8,,68.8,11
119,수원,2018-10-13,19.7,,71,10.7
119,수원,2018-10-14,21,,69.8,9.7
119,수원,2018-10-15,21.8,,84.5,7.7
119,수원,2018-10-16,20.7,,76.5,5.9
119,수원,2018-10-17,19,,72.5,10.5
119,수원,2018-10-18,18.8,3.8,86.9,7.3
119,수원,2018-10-19,20.5,,67.5,10.8
119,수원,2018-10-20,21.6,,72.9,10.1
119,수원,2018-10-21,21.1,,70.3,10.3
119,수원,2018-10-22,20.1,,72.3,6.3
119,수원,2018-10-23,16.3,5.9,94,4.1
119,수원,2018-10-24,19.3,,80.5,10.1
119,수원,2018-10-25,21.5,,69.8,9.5
119,수원,2018-10-26,14.7,7.2,79.9,2
119,수원,2018-10-27,13.6,0,55.9,8.6
119,수원,2018-10-28,16.1,9.4,82.5,3.2
119,수원,2018-10-29,13.5,.1,70.3,5.6
119,수원,2018-10-30,12.5,0,61.1,10.4
119,수원,2018-10-31,13.1,0,66.6,10.3
119,수원,2018-11-01,16.7,,71.5,10.3
119,수원,2018-11-02,19.9,,73.6,10.1
119,수원,2018-11-03,19.5,,76.3,9.9
119,수원,2018-11-04,20.6,,69.8,9.6
119,수원,2018-11-05,18.7,,82.4,8.2
119,수원,2018-11-06,18.1,,87.3,2.6
119,수원,2018-11-07,17.6,1.7,83.6,.5
119,수원,2018-11-08,15.4,64,98,0
119,수원,2018-11-09,16.6,0,76.5,6.3
119,수원,2018-11-10,17.8,,81,8.5
119,수원,2018-11-11,12.1,0,80.1,.5
119,수원,2018-11-12,15.9,,67.3,9.7
119,수원,2018-11-13,15.7,,73.4,9.4
119,수원,2018-11-14,17.4,,77,9.2
119,수원,2018-11-15,16.9,,74.6,8.5
119,수원,2018-11-16,15.8,,75.5,4.3
119,수원,2018-11-17,11.8,,57.9,6
119,수원,2018-11-18,12,,64.4,4.5
119,수원,2018-11-19,14.2,,64.6,8.2
119,수원,2018-11-20,12.6,,51.1,9.2
119,수원,2018-11-21,8.7,5.4,83.8,0
119,수원,2018-11-22,8.6,,48.6,9.5
119,수원,2018-11-23,7.9,,43.9,8.7
119,수원,2018-11-24,5.1,7,77.1,1.4
119,수원,2018-11-25,11.9,,83.9,6.3
119,수원,2018-11-26,14.2,,80.8,8.8
119,수원,2018-11-27,12.6,,71.6,.5
119,수원,2018-11-28,12.6,,35.3,6.2
119,수원,2018-11-29,9.4,,52.8,.6
119,수원,2018-11-30,9.7,,57.8,9.2
119,수원,2018-12-01,12.6,,61.8,7
119,수원,2018-12-02,13.4,0,62.6,2.5
119,수원,2018-12-03,13.4,10.3,94.8,0
119,수원,2018-12-04,11.9,10,75.6,3.1
119,수원,2018-12-05,6.7,,43.6,6.4
119,수원,2018-12-06,8.6,1,62.3,6.1
119,수원,2018-12-07,-.2,,41.8,8.9
119,수원,2018-12-08,-2.6,,42.1,9.1
119,수원,2018-12-09,-.7,,36.1,8.5
119,수원,2018-12-10,5.8,,45.5,7.1
119,수원,2018-12-11,3.8,0,59.3,0
119,수원,2018-12-12,3.9,,44.8,9
119,수원,2018-12-13,3.9,2.7,67.3,4.3
119,수원,2018-12-14,1.4,,60,9.1
119,수원,2018-12-15,3.4,,64.4,8
119,수원,2018-12-16,3.2,0,71.4,.4
119,수원,2018-12-17,7.4,0,65.1,7.6
119,수원,2018-12-18,9.3,,74,6.2
119,수원,2018-12-19,10.4,,74.5,7.6
119,수원,2018-12-20,11.7,,61.5,6.9
119,수원,2018-12-21,11.3,,56.9,4.3
119,수원,2018-12-22,13.1,,60.4,7.6
119,수원,2018-12-23,9.4,,43.9,8.5
119,수원,2018-12-24,4.2,,45.6,8.6
119,수원,2018-12-25,3.2,.1,69,.7
119,수원,2018-12-26,4.3,,41,8.1
119,수원,2018-12-27,-4.8,,32.3,9.1
119,수원,2018-12-28,-5.3,,40.6,9
119,수원,2018-12-29,-1.8,,37.6,9.1
119,수원,2018-12-30,-.5,,46.3,8.7
119,수원,2018-12-31,1.4,,59,8.9
119,수원,2019-01-01,.2,,64.8,5.3
119,수원,2019-01-02,1.5,,61.1,9
119,수원,2019-01-03,4.2,,52.3,9.1
119,수원,2019-01-04,4.2,,73.9,3.7
119,수원,2019-01-05,2.8,,45,8.8
119,수원,2019-01-06,3.1,,53.9,7.9
119,수원,2019-01-07,4.7,,73.5,6.9
119,수원,2019-01-08,2.4,,43.1,8.8
119,수원,2019-01-09,1.4,,39.3,8.8
119,수원,2019-01-10,2,,59.1,2.4
119,수원,2019-01-11,7.3,,70.1,6.4
119,수원,2019-01-12,9.1,,64.6,4.5
119,수원,2019-01-13,8.1,,77.9,8.7
119,수원,2019-01-14,4.7,,87.3,0
119,수원,2019-01-15,3.9,0,63.5,3.6
119,수원,2019-01-16,-.4,0,49.5,8.5
119,수원,2019-01-17,5.7,.1,60.8,9.1
119,수원,2019-01-18,7.4,,66.6,8.7
119,수원,2019-01-19,9.2,,70.5,6.1
119,수원,2019-01-20,4,,45.1,9.4
119,수원,2019-01-21,6.4,0,64.8,2.6
119,수원,2019-01-22,7.8,,79.8,8.2
119,수원,2019-01-23,9.1,,60,8.7
119,수원,2019-01-24,7.4,,42.9,9.6
119,수원,2019-01-25,4.4,,44.4,9.3
119,수원,2019-01-26,3.6,,41.6,9.7
119,수원,2019-01-27,5.4,,64.9,7.7
119,수원,2019-01-28,5,.4,48.5,8.5
119,수원,2019-01-29,7.4,,44.9,9.5
119,수원,2019-01-30,8.9,,66,8.4
119,수원,2019-01-31,2.4,,34.1,3.5
119,수원,2019-02-01,4.8,0,64.1,6.9
119,수원,2019-02-02,7,0,70.5,1.1
119,수원,2019-02-03,6.1,22.7,98.1,0
119,수원,2019-02-04,4.6,,50.8,8.4
119,수원,2019-02-05,10.1,,54.5,7.6
119,수원,2019-02-06,11.6,,66.4,2.3
119,수원,2019-02-07,6.1,0,50.4,8.7
119,수원,2019-02-08,.4,,38.8,7.8
119,수원,2019-02-09,-.5,,31.8,9.9
119,수원,2019-02-10,-.4,,41.1,.7
119,수원,2019-02-11,3.1,,44,9.8
119,수원,2019-02-12,5.3,0,47.6,8.6
119,수원,2019-02-13,3.8,,34.8,9.4
119,수원,2019-02-14,6.7,,35.1,9.1
119,수원,2019-02-15,1,2.6,81.6,0
119,수원,2019-02-16,2.2,.1,65.4,9.1
119,수원,2019-02-17,4.9,,57.5,10.4
119,수원,2019-02-18,6.1,,65.3,4.8
119,수원,2019-02-19,4.1,8,96,.2
119,수원,2019-02-20,5.4,0,79.9,.8
119,수원,2019-02-21,8.9,,75.8,9.7
119,수원,2019-02-22,11.3,,75.1,8.7
119,수원,2019-02-23,14.8,,62.5,8.4
119,수원,2019-02-24,13.6,,66.8,10.2
119,수원,2019-02-25,11,,74.3,6.9
119,수원,2019-02-26,11.9,,57.6,9.2
119,수원,2019-02-27,12.8,,52.4,5
119,수원,2019-02-28,14,,61.3,8.7
119,수원,2019-03-01,13.9,,68.6,9.6
119,수원,2019-03-02,14.6,,61.9,6.2
119,수원,2019-03-03,16.6,,55.6,8
119,수원,2019-03-04,15.9,,68,8.6
119,수원,2019-03-05,13.8,,74,2.7
119,수원,2019-03-06,12.4,,75.3,1.2
119,수원,2019-03-07,13.8,,72.4,10
119,수원,2019-03-08,13.8,,61.4,11.1
119,수원,2019-03-09,15.9,,48.8,9.5
119,수원,2019-03-10,16.1,,34.3,1
119,수원,2019-03-11,10.5,2.7,81.9,1.8
119,수원,2019-03-12,9.2,,69.6,1.3
119,수원,2019-03-13,8.9,,45.8,10.8
119,수원,2019-03-14,11,,60.3,6.5
119,수원,2019-03-15,12.5,2,77.6,3.9
119,수원,2019-03-16,10.4,,76.8,4.5
119,수원,2019-03-17,12.8,,68.4,9.1
119,수원,2019-03-18,14.5,,55.8,8
119,수원,2019-03-19,18.2,,65.9,9.6
119,수원,2019-03-20,16.1,23.6,85.4,0
119,수원,2019-03-21,12,4.6,83.1,4.1
119,수원,2019-03-22,10,,44.1,11
119,수원,2019-03-23,9.3,1.5,56.1,8.4
119,수원,2019-03-24,10.6,,60.6,11.7
119,수원,2019-03-25,14,,64.5,7.2
119,수원,2019-03-26,17.8,,60,9.6
119,수원,2019-03-27,17.5,,71,4.6
119,수원,2019-03-28,15.4,,59.4,9.7
119,수원,2019-03-29,15.2,,41.8,10.4
119,수원,2019-03-30,10,4.7,83.5,1.9
119,수원,2019-03-31,9,.5,55,4
119,수원,2019-04-01,11.5,,49.4,12
119,수원,2019-04-02,13.2,,55.4,12
119,수원,2019-04-03,14.4,,56.3,11.8
119,수원,2019-04-04,17.3,,52.3,11.7
119,수원,2019-04-05,16.9,,56.4,9.2
119,수원,2019-04-06,13.9,0,51.4,1.4
119,수원,2019-04-07,20.9,,41.3,8.9
119,수원,2019-04-08,18.1,,34.6,10.8
119,수원,2019-04-09,14.8,18.1,53.5,0
119,수원,2019-04-10,10.6,2.8,84.1,.2
119,수원,2019-04-11,15.5,0,76.1,4.8
119,수원,2019-04-12,18.7,,63.5,11.5
119,수원,2019-04-13,18.7,,47.1,10.7
119,수원,2019-04-14,13.8,.6,55.6,4.5
119,수원,2019-04-15,18.8,,51.8,12.2
119,수원,2019-04-16,23.8,,39.3,10.4
119,수원,2019-04-17,23.2,,53.4,12.4
119,수원,2019-04-18,18.8,0,82.6,2.5
119,수원,2019-04-19,19.2,,69.1,5.4
119,수원,2019-04-20,20.4,.1,69.9,6.1
119,수원,2019-04-21,20.3,.8,86.9,4
119,수원,2019-04-22,29.2,,63.4,11
119,수원,2019-04-23,25.7,0,65.4,3.7
119,수원,2019-04-24,25.9,12.9,81,6.7
119,수원,2019-04-25,17.5,5.8,86.3,0
119,수원,2019-04-26,11.6,1.9,88.1,0
119,수원,2019-04-27,18.5,,65.9,9.9
119,수원,2019-04-28,16.8,0,66.9,1.3
119,수원,2019-04-29,16.1,.6,77,2.2
119,수원,2019-04-30,23.1,,67.6,9.9
119,수원,2019-05-01,21.1,,70.9,11.2
119,수원,2019-05-02,25.3,,55.1,12.8
119,수원,2019-05-03,26.9,,53.1,12.6
119,수원,2019-05-04,26.9,,58,9.3
119,수원,2019-05-05,27.5,,52.1,11.1
119,수원,2019-05-06,20,0,44,13.1
119,수원,2019-05-07,22.5,,50.8,13.1
119,수원,2019-05-08,22.7,,57.9,11.9
119,수원,2019-05-09,23,,56.3,12.3
119,수원,2019-05-10,26.6,,63.9,12.1
119,수원,2019-05-11,27,,54,12.6
119,수원,2019-05-12,28.8,,49.8,11.1
119,수원,2019-05-13,24.8,0,58.6,1.6
119,수원,2019-05-14,27.2,,63.3,11.6
119,수원,2019-05-15,27.9,,66.6,8.7
119,수원,2019-05-16,30.5,,58.9,11.9
119,수원,2019-05-17,28.4,,58.6,3.1
119,수원,2019-05-18,25,0,60.5,2
119,수원,2019-05-19,21.6,16.5,95.8,0
119,수원,2019-05-20,19.5,2.2,72.5,9.8
119,수원,2019-05-21,24.2,,65.6,13.4
119,수원,2019-05-22,27.4,,57.1,12.8
119,수원,2019-05-23,29.9,,61.1,13.3
119,수원,2019-05-24,32.6,,63,12.5
119,수원,2019-05-25,30.2,,57.3,8.6
119,수원,2019-05-26,31.2,,51.6,11.5
119,수원,2019-05-27,22.9,8,88.4,0
119,수원,2019-05-28,24.6,,53.6,10.7
119,수원,2019-05-29,27.1,,59,13.4
119,수원,2019-05-30,26.8,0,60.1,6.6
119,수원,2019-05-31,24.2,,59.9,12.1
119,수원,2019-06-01,24.6,,71.6,7.1
119,수원,2019-06-02,28.1,,55.4,13
119,수원,2019-06-03,28.8,,55.8,12.2
119,수원,2019-06-04,29.3,,66.6,12.9
119,수원,2019-06-05,29.2,,76.5,8.8
119,수원,2019-06-06,26.3,10.7,83.9,0
119,수원,2019-06-07,24.5,38.7,82,3.7
119,수원,2019-06-08,28.4,,69,10.6
119,수원,2019-06-09,27.1,1.2,74.5,5.6
119,수원,2019-06-10,23.9,10.1,73.6,4.2
119,수원,2019-06-11,26.3,,60.4,11.2
119,수원,2019-06-12,26.2,,73.4,12.8
119,수원,2019-06-13,29.3,,64.3,12.4
119,수원,2019-06-14,28.5,,67.5,5.8
119,수원,2019-06-15,26.8,.3,73,12.1
119,수원,2019-06-16,28.4,,69.8,10.5
119,수원,2019-06-17,26.5,.2,72.1,11.3
119,수원,2019-06-18,25.2,2.2,81.8,1.4
119,수원,2019-06-19,27,.5,82.1,4.3
119,수원,2019-06-20,28.7,,78.3,5.6
119,수원,2019-06-21,27.2,,79.1,5.3
119,수원,2019-06-22,31,,53.5,11.4
119,수원,2019-06-23,30.8,0,50.3,12.7
119,수원,2019-06-24,30.7,,58.5,13.7
119,수원,2019-06-25,32.7,,58.6,13.6
119,수원,2019-06-26,28,.2,67.3,.1
119,수원,2019-06-27,29.7,.1,78.3,1.5
119,수원,2019-06-28,29.8,.7,80,3.1
119,수원,2019-06-29,26,3.9,85.6,1
119,수원,2019-06-30,28,0,84.6,1.5
119,수원,2019-07-01,29,,76.1,9.2
119,수원,2019-07-02,30.2,,75.3,10.1
119,수원,2019-07-03,28.8,0,78,3.5
119,수원,2019-07-04,31.6,,74.5,9.7
119,수원,2019-07-05,35,,62.6,11.2
119,수원,2019-07-06,35.1,,48.6,13.1
119,수원,2019-07-07,31.9,,49.3,7.8
119,수원,2019-07-08,30,0,53.1,9
119,수원,2019-07-09,30.4,,54.4,9.1
119,수원,2019-07-10,26.5,12.1,72.1,1.6
119,수원,2019-07-11,26.8,.1,86.5,.3
119,수원,2019-07-12,28.3,,77.3,8.7
119,수원,2019-07-13,28.1,2.3,84.9,4.3
119,수원,2019-07-14,31.2,,79,9.6
119,수원,2019-07-15,27.2,1.5,88.1,.4
119,수원,2019-07-16,29.5,,81.5,3
119,수원,2019-07-17,30.6,0,78.3,.9
119,수원,2019-07-18,32.3,,71.8,6.9
119,수원,2019-07-19,33.8,.1,72.6,8
119,수원,2019-07-20,32.2,.7,71.5,.7
119,수원,2019-07-21,28,13.6,94.1,.3
119,수원,2019-07-22,31.7,,80.8,0
119,수원,2019-07-23,33.8,,76.9,
119,수원,2019-07-24,27.7,1.1,88.5,0
119,수원,2019-07-25,27.3,14,94.9,.1
119,수원,2019-07-26,28.5,108,94.3,.4
119,수원,2019-07-27,33.2,1,83.9,6.3
119,수원,2019-07-28,28,25.6,89.9,0
119,수원,2019-07-29,31.2,,80.3,3.3
119,수원,2019-07-30,31.5,0,79.4,2.1
119,수원,2019-07-31,28.8,10.8,89.4,.1
119,수원,2019-08-01,31.9,3.8,85.8,6
119,수원,2019-08-02,33.9,,78.3,10.8
119,수원,2019-08-03,35.5,0,74.6,10.6
119,수원,2019-08-04,34,,74.3,9.9
119,수원,2019-08-05,36.2,,69.6,9.1
119,수원,2019-08-06,36.5,,57.1,9.2
119,수원,2019-08-07,32.7,4.7,78.3,5.7
119,수원,2019-08-08,33.2,,74.9,6.1
119,수원,2019-08-09,34.1,,70.9,11.9
119,수원,2019-08-10,36.3,,60.3,10.8
119,수원,2019-08-11,35.3,4.8,49.6,8.6
119,수원,2019-08-12,29,46.7,78.1,.4
119,수원,2019-08-13,34.7,.4,68.9,8.6
119,수원,2019-08-14,35.2,0,61.8,9.8
119,수원,2019-08-15,29.8,29.1,73,.2
119,수원,2019-08-16,29.5,1,75.5,6.1
119,수원,2019-08-17,27.6,6.6,79.3,5
119,수원,2019-08-18,29.7,,68.9,10.7
119,수원,2019-08-19,31.1,,65.5,11.2
119,수원,2019-08-20,31.9,,50.1,10.7
119,수원,2019-08-21,31.3,0,53.9,5.1
119,수원,2019-08-22,30.5,0,67,8
119,수원,2019-08-23,29.6,,71.3,10.6
119,수원,2019-08-24,27.2,0,80.9,2
119,수원,2019-08-25,28.8,,78.5,9.2
119,수원,2019-08-26,31,,74.4,2.1
119,수원,2019-08-27,28.8,5.5,84.6,3.9
119,수원,2019-08-28,29.4,0,82.9,8.3
119,수원,2019-08-29,27.1,15.3,87,4.8
119,수원,2019-08-30,26.8,,78.5,10.4
119,수원,2019-08-31,27.7,0,80,11.1
119,수원,2019-09-01,28.2,,78.6,7
119,수원,2019-09-02,29.2,,74.8,6.2
119,수원,2019-09-03,26.2,0,82,.2
119,수원,2019-09-04,27.4,20.5,93.6,1
119,수원,2019-09-05,27.6,80.6,96.6,1
119,수원,2019-09-06,29.1,.9,88.3,.4
119,수원,2019-09-07,30.4,.4,79.8,.3
119,수원,2019-09-08,27.7,,89.9,.9
119,수원,2019-09-09,27,2.6,91.4,0
119,수원,2019-09-10,29.1,50.3,94.3,1.9
119,수원,2019-09-11,27.4,7.1,84.6,.6
119,수원,2019-09-12,23.4,28.3,83.9,0
119,수원,2019-09-13,28.7,.1,76,10.9
119,수원,2019-09-14,24.1,1.3,89.5,.6
119,수원,2019-09-15,29.4,,83.5,10
119,수원,2019-09-16,29.4,,68.1,10.3
119,수원,2019-09-17,29.4,,58.3,10.5
119,수원,2019-09-18,26.1,,60.6,11.8
119,수원,2019-09-19,25.7,,66.1,11
119,수원,2019-09-20,23.9,,68.6,.3
119,수원,2019-09-21,21.6,0,75.1,0
119,수원,2019-09-22,19.6,9.8,86.5,0
119,수원,2019-09-23,24,,69.1,8
119,수원,2019-09-24,25,,75.6,11.5
119,수원,2019-09-25,26,,83,7.9
119,수원,2019-09-26,26.5,,73.6,6.7
119,수원,2019-09-27,27.1,,68,3.6
119,수원,2019-09-28,28.2,,79.4,9.3
119,수원,2019-09-29,27.9,,81.1,10.9
119,수원,2019-09-30,28.6,,81.6,9.2
119,수원,2019-10-01,27.4,,85.9,4.6
119,수원,2019-10-02,23.8,25.1,94.6,0
119,수원,2019-10-03,27.8,13.2,85.3,5.5
119,수원,2019-10-04,26.9,,87.8,9.8
119,수원,2019-10-05,22,.1,82.4,4.9
119,수원,2019-10-06,22,,68.5,8.6
119,수원,2019-10-07,17.9,25.6,96.6,0
119,수원,2019-10-08,20.6,0,70.8,10.3
119,수원,2019-10-09,19.6,,71.9,10.7
119,수원,2019-10-10,20.2,,79.9,1.4
119,수원,2019-10-11,24.8,,74.8,10.5
119,수원,2019-10-12,23.3,,64.3,10.5
119,수원,2019-10-13,22.9,,71.3,10.4
119,수원,2019-10-14,19.4,,73,8.7
119,수원,2019-10-15,19.6,,76.3,8.9
119,수원,2019-10-16,20,,79.6,8.3
119,수원,2019-10-17,20.6,,79.9,6.3
119,수원,2019-10-18,21.9,,75.4,5.1
119,수원,2019-10-19,22.2,,85.3,9.5
119,수원,2019-10-20,21.7,,88.5,6.2
119,수원,2019-10-21,23.9,,81.5,10.1
119,수원,2019-10-22,23,,78.1,9.9
119,수원,2019-10-23,20,,73.1,0
119,수원,2019-10-24,23.3,,62.6,5.3
119,수원,2019-10-25,21.7,0,71.8,6.7
119,수원,2019-10-26,13.9,,75.5,10
119,수원,2019-10-27,16.8,,76.8,10.1
119,수원,2019-10-28,17.4,2.7,79.6,7.3
119,수원,2019-10-29,18.1,6.4,75.4,8
119,수원,2019-10-30,17.1,,78.9,10
119,수원,2019-10-31,20.4,,86.1,7.9
119,수원,2019-11-01,20,,75.8,9
119,수원,2019-11-02,18.8,,82.3,3.4
119,수원,2019-11-03,20.7,,76.8,7.9
119,수원,2019-11-04,19.2,,76.1,9.9
119,수원,2019-11-05,16.9,,85.4,7.6
119,수원,2019-11-06,16.5,,81.3,8.4
119,수원,2019-11-07,14.1,,62,9.5
119,수원,2019-11-08,13.1,,55.3,9.9
119,수원,2019-11-09,16.9,,68.1,9.8
119,수원,2019-11-10,15.4,16.1,75.4,2.5
119,수원,2019-11-11,15.9,5.8,85.4,6.3
119,수원,2019-11-12,15,,82.1,5.9
119,수원,2019-11-13,12.2,5.7,86.6,0
119,수원,2019-11-14,4.9,,48.3,9.5
119,수원,2019-11-15,10.9,10.1,88.9,2
119,수원,2019-11-16,14.7,,90.8,5.2
119,수원,2019-11-17,12.4,41.6,94,0
119,수원,2019-11-18,13.9,10.6,72.3,6.3
119,수원,2019-11-19,5.4,0,63.4,9
119,수원,2019-11-20,6.5,,59.4,9.5
119,수원,2019-11-21,9.9,,56,4.8
119,수원,2019-11-22,16.7,,54.4,8.8
119,수원,2019-11-23,17.9,0,72.5,7.7
119,수원,2019-11-24,17.9,3.3,88.5,3.1
119,수원,2019-11-25,5.6,,75.5,3.5
119,수원,2019-11-26,13.2,,81.4,8.2
119,수원,2019-11-27,7,,63.3,7.9
119,수원,2019-11-28,10.6,,69.6,9.1
119,수원,2019-11-29,8,,57.8,9.2
119,수원,2019-11-30,10.4,,62.6,5.9
119,수원,2019-12-01,6.8,4.1,86.9,0
119,수원,2019-12-02,4.4,,64.3,8.3
119,수원,2019-12-03,2.7,1.2,93.8,2.3
119,수원,2019-12-04,8.2,2.6,77,7.7
119,수원,2019-12-05,1.3,,53.6,9.2
119,수원,2019-12-06,-.4,,59.4,9.2
119,수원,2019-12-07,2.9,0,76.3,3
119,수원,2019-12-08,5.2,,83.8,9.1
119,수원,2019-12-09,8.4,,73.9,2.6
119,수원,2019-12-10,11.6,1.6,92.6,2.6
119,수원,2019-12-11,9.5,.7,77.4,5.5
119,수원,2019-12-12,4,,60.8,8
119,수원,2019-12-13,6.2,.9,69.8,6.1
119,수원,2019-12-14,6.4,2,74,8.7
119,수원,2019-12-15,11.8,,73.1,7.7
119,수원,2019-12-16,14.3,0,76.5,8
119,수원,2019-12-17,10.5,6.2,91.3,0
119,수원,2019-12-18,4.9,,77.9,8.4
119,수원,2019-12-19,4,,60,8.2
119,수원,2019-12-20,3.1,0,67.3,8.5
119,수원,2019-12-21,3.3,.3,84.5,1.6
119,수원,2019-12-22,8.5,0,77.9,4.6
119,수원,2019-12-23,5.2,3.7,91.1,1.6
119,수원,2019-12-24,6.8,,86.6,8.1
119,수원,2019-12-25,7.3,,79.6,3.6
119,수원,2019-12-26,3.7,1.8,84.5,.5
119,수원,2019-12-27,2.9,,64.6,8.9
119,수원,2019-12-28,6.1,,69,6.7
119,수원,2019-12-29,6.2,.6,76.1,0
119,수원,2019-12-30,7,.5,83.9,0
119,수원,2019-12-31,-3.7,0,60.1,9.2
119,수원,2020-01-01,.3,0,79.3,0
119,수원,2020-01-02,3.2,,83.3,0
119,수원,2020-01-03,5.2,,80.5,8.9
119,수원,2020-01-04,7.6,,76.1,7.4
119,수원,2020-01-05,6.3,,72.4,6.6
119,수원,2020-01-06,4.9,3.9,80.8,0
119,수원,2020-01-07,12.2,50.8,100,0
119,수원,2020-01-08,11.7,4.4,94.9,0
119,수원,2020-01-09,3.1,,81.8,8.3
119,수원,2020-01-10,4.5,,85.4,8.1
119,수원,2020-01-11,4.5,,84.6,7.9
119,수원,2020-01-12,2.4,,77.8,8.3
119,수원,2020-01-13,.6,,73,8.2
119,수원,2020-01-14,3.2,,71.6,8.6
119,수원,2020-01-15,2.3,,72,9.3
119,수원,2020-01-16,4.1,,73,7.6
119,수원,2020-01-17,4.8,,74.1,7.2
119,수원,2020-01-18,5.6,,72.8,8.8
119,수원,2020-01-19,5.9,.4,81,4.4
119,수원,2020-01-20,5.7,0,68.5,7.4
119,수원,2020-01-21,5.4,,61.4,9.3
119,수원,2020-01-22,5.1,0,72.4,.2
119,수원,2020-01-23,10.7,,71.6,8.4
119,수원,2020-01-24,9.2,,85,8.5
119,수원,2020-01-25,9.1,,90.8,2.9
119,수원,2020-01-26,11.9,,74.3,7.4
119,수원,2020-01-27,8.1,1.4,71.5,0
119,수원,2020-01-28,11,.1,70.4,.9
119,수원,2020-01-29,11.4,,68,6.9
119,수원,2020-01-30,10.5,,71.6,6.5
119,수원,2020-01-31,7.5,,89.5,3.8
119,수원,2020-02-01,7.7,,91.3,4.4
119,수원,2020-02-02,5.8,0,79.8,6.8
119,수원,2020-02-03,3,.1,70.8,9.6
119,수원,2020-02-04,5.1,1.1,82,7.6
119,수원,2020-02-05,-2.4,,58.9,10.2
119,수원,2020-02-06,.2,,63.6,9.6
119,수원,2020-02-07,2.8,0,72.8,6.4
119,수원,2020-02-08,4.6,,67.6,9.8
119,수원,2020-02-09,3.9,,76.1,9.8
119,수원,2020-02-10,10.5,,72.5,9.5
119,수원,2020-02-11,14.5,,64,9.7
119,수원,2020-02-12,8.4,10.5,90.4,0
119,수원,2020-02-13,7.6,,98.9,0
119,수원,2020-02-14,13.3,,93.8,8.2
