지점,지점명,일시,최고기온(°C),일강수량(mm),평균 상대습도(%),합계 일조시간(hr)
119,수원,2020-02-15,15.3,1.7,85.1,5
119,수원,2020-02-16,5,8,97.8,.6
119,수원,2020-02-17,-3.1,.4,84.3,7.2
119,수원,2020-02-18,1.5,,68.9,10.4
119,수원,2020-02-19,6.3,,80,1.7
119,수원,2020-02-20,11.6,,85.6,9.5
119,수원,2020-02-21,11.9,5.1,88.5,1.4
119,수원,2020-02-22,8,4.5,82.8,7.8
119,수원,2020-02-23,7.8,,76.5,10.4
119,수원,2020-02-24,13.7,,70.6,9.3
119,수원,2020-02-25,8.3,22.6,92.8,0
119,수원,2020-02-26,11.4,,87.5,10
119,수원,2020-02-27,11.6,,80.4,9.9
119,수원,2020-02-28,5.7,5.2,95,0
119,수원,2020-02-29,13,,91.8,6.3
119,수원,2020-03-01,10.2,0,95.1,1.7
119,수원,2020-03-02,6.8,0,76.5,10.3
119,수원,2020-03-03,10.8,,83.3,4.8
119,수원,2020-03-04,5.3,.2,76.8,7.8
119,수원,2020-03-05,5.6,,71.4,10.9
119,수원,2020-03-06,10.4,,69.6,10.6
119,수원,2020-03-07,12.9,,73.1,3.5
119,수원,2020-03-08,17.1,,73.6,10.6
119,수원,2020-03-09,16.6,.2,72.4,5
119,수원,2020-03-10,8.9,7.3,92.1,0
119,수원,2020-03-11,7.3,,67.5,11.3
119,수원,2020-03-12,14.1,,68.6,10.8
119,수원,2020-03-13,9.7,.1,61.6,7.9
119,수원,2020-03-14,8.9,,73,11
119,수원,2020-03-15,9.4,,68.3,8.8
119,수원,2020-03-16,9.5,,69.6,11.4
119,수원,2020-03-17,12.8,,83.9,4.7
119,수원,2020-03-18,17.8,,63.5,11.1
119,수원,2020-03-19,13.5,,71.5,8.2
119,수원,2020-03-20,14.7,,60.6,11
119,수원,2020-03-21,20.4,,75.5,5.7
119,수원,2020-03-22,17.2,,61.9,11.6
119,수원,2020-03-23,16.7,,68.6,11.4
119,수원,2020-03-24,17.6,,67.8,11.3
119,수원,2020-03-25,19.9,,64,9.5
119,수원,2020-03-26,20.9,4.1,79.9,1.8
119,수원,2020-03-27,13.9,7.6,77.5,5.9
119,수원,2020-03-28,12.8,,40,8.4
119,수원,2020-03-29,15.8,,62.6,11
119,수원,2020-03-30,15.8,,68.8,11.8
119,수원,2020-03-31,18,,69,9.8
119,수원,2020-04-01,17.6,,58.4,8.4
119,수원,2020-04-02,15.4,,68.8,10.2
119,수원,2020-04-03,15.6,,74.4,10.3
119,수원,2020-04-04,13.7,,54.9,10.7
119,수원,2020-04-05,11.8,,52,12.1
119,수원,2020-04-06,15.7,,71.4,11.2
119,수원,2020-04-07,17.4,,78.4,10.1
119,수원,2020-04-08,13.9,,54.9,12.2
119,수원,2020-04-09,14,,67.8,11.7
119,수원,2020-04-10,16,,75,10.2
119,수원,2020-04-11,14.8,,81.9,10.4
119,수원,2020-04-12,15.5,,70.1,10.2
119,수원,2020-04-13,19.5,,59.1,11.5
119,수원,2020-04-14,18.8,,61.5,12.1
119,수원,2020-04-15,19.6,,61,10.6
119,수원,2020-04-16,23.5,,63.5,10.9
119,수원,2020-04-17,17,4.1,90.8,1.5
119,수원,2020-04-18,18.1,,82.6,12.1
119,수원,2020-04-19,15.5,11.5,90.1,.7
119,수원,2020-04-20,14.6,.2,89,2.9
119,수원,2020-04-21,10.6,,63.6,11.4
119,수원,2020-04-22,9.1,0,59.1,8.5
119,수원,2020-04-23,12.8,,64.3,11.9
119,수원,2020-04-24,15.4,,68.9,12.1
119,수원,2020-04-25,18.4,,70.4,11
119,수원,2020-04-26,18.4,,66,12.4
119,수원,2020-04-27,18.1,,69.9,12
119,수원,2020-04-28,21,,68.9,12.4
119,수원,2020-04-29,21.8,,65,12.3
119,수원,2020-04-30,23.8,,78.3,11.5
119,수원,2020-05-01,27,,88.3,8
119,수원,2020-05-02,25.3,.1,91.1,2.3
119,수원,2020-05-03,26,.6,85.8,7.1
119,수원,2020-05-04,23.7,,81.5,11
119,수원,2020-05-05,20.3,2.5,90.5,2.2
119,수원,2020-05-06,26.8,,69.8,12.6
119,수원,2020-05-07,25.9,,41.8,9.8
119,수원,2020-05-08,25,3.1,47.4,8.4
119,수원,2020-05-09,17.3,23.2,99.9,0
119,수원,2020-05-10,17.1,.5,97.9,.7
119,수원,2020-05-11,22.4,1.2,76.5,7.4
119,수원,2020-05-12,18.7,1,84.1,9.6
119,수원,2020-05-13,22,,59.8,12.8
119,수원,2020-05-14,26.3,,45.8,8
119,수원,2020-05-15,21.3,12.6,92.8,0
119,수원,2020-05-16,19.1,1.2,96.9,0
119,수원,2020-05-17,25.7,.1,87.9,5.6
119,수원,2020-05-18,27.7,36.7,89,5.4
119,수원,2020-05-19,18.3,3.9,82.9,3.4
119,수원,2020-05-20,19.9,,72.3,5.5
119,수원,2020-05-21,22.1,,67.4,8.5
119,수원,2020-05-22,23,0,81.6,2.2
119,수원,2020-05-23,25.4,,77.5,10.5
119,수원,2020-05-24,19.6,9.9,93.1,4.9
119,수원,2020-05-25,20,0,92.8,1.8
119,수원,2020-05-26,23.6,.1,85.1,5.4
119,수원,2020-05-27,24.1,,77,13.1
119,수원,2020-05-28,23.8,,73.9,10.6
119,수원,2020-05-29,27.4,,74.1,11.6
119,수원,2020-05-30,29.7,,64.8,13
119,수원,2020-05-31,27.6,1.2,71.8,7
119,수원,2020-06-01,24,.2,74.3,11.8
119,수원,2020-06-02,23.3,1.1,76,1.5
119,수원,2020-06-03,28,.1,82.1,8.4
119,수원,2020-06-04,27.4,.4,86.5,5.6
119,수원,2020-06-05,27.9,0,82.1,7.5
119,수원,2020-06-06,30.7,,72,9.7
119,수원,2020-06-07,28.4,,81.6,8.2
119,수원,2020-06-08,31.5,,71.3,11.3
119,수원,2020-06-09,32.7,,59,12.8
119,수원,2020-06-10,32.5,10.8,69.1,8.7
119,수원,2020-06-11,31,0,78.3,11.6
119,수원,2020-06-12,27.6,0,83,.5
119,수원,2020-06-13,32.4,.1,74,10.7
119,수원,2020-06-14,28,1.1,80.5,7.7
119,수원,2020-06-15,27.9,,69.5,11.1
119,수원,2020-06-16,29.5,,70.6,8.8
119,수원,2020-06-17,29.1,,74,7.7
119,수원,2020-06-18,26.3,0,75.9,.9
119,수원,2020-06-19,29.1,.4,72.3,7
119,수원,2020-06-20,29.3,,75.5,12.8
119,수원,2020-06-21,31.9,,73.8,12.7
119,수원,2020-06-22,34,,66,12.6
119,수원,2020-06-23,30.2,0,65,5.2
119,수원,2020-06-24,26.4,14.1,85.1,0
119,수원,2020-06-25,23.6,4.4,94.3,0
119,수원,2020-06-26,25.8,2.1,85.8,7.5
119,수원,2020-06-27,29.3,0,77.3,7.9
119,수원,2020-06-28,28.7,,82,11.4
119,수원,2020-06-29,26.8,29.5,84.3,2.2
119,수원,2020-06-30,23,26.8,89.1,0
119,수원,2020-07-01,24.6,.5,86.6,.5
119,수원,2020-07-02,29.5,.6,80,7.7
119,수원,2020-07-03,29,.5,73.5,8.3
119,수원,2020-07-04,28.2,1,79.3,8.8
119,수원,2020-07-05,28.1,,78.9,9
119,수원,2020-07-06,30.5,,76.5,7.5
119,수원,2020-07-07,27.9,,83.4,4.4
119,수원,2020-07-08,29.6,,84.9,9.3
119,수원,2020-07-09,33,,71,10.1
119,수원,2020-07-10,29.1,.8,73.4,6
119,수원,2020-07-11,30.6,,67.1,7.1
119,수원,2020-07-12,25.6,4.8,79.9,0
119,수원,2020-07-13,20.8,47.2,96.6,0
119,수원,2020-07-14,23.9,16.2,80.5,0
119,수원,2020-07-15,27.9,.2,76,9.8
119,수원,2020-07-16,29,,78.6,11.8
119,수원,2020-07-17,29.8,,83.8,9.4
119,수원,2020-07-18,30,,78,8.1
119,수원,2020-07-19,28.1,35.6,83.3,.1
119,수원,2020-07-20,27.8,1.8,90.8,0
119,수원,2020-07-21,29.9,,82,7.7
119,수원,2020-07-22,23.7,92.9,96.5,0
119,수원,2020-07-23,23.1,90.1,96.9,0
119,수원,2020-07-24,27.2,1.4,74,.9
119,수원,2020-07-25,29.4,,70.1,4.7
119,수원,2020-07-26,29.2,0,77.8,4.8
119,수원,2020-07-27,27.1,1.9,91,.3
119,수원,2020-07-28,25.7,1.9,91.3,.3
119,수원,2020-07-29,27.8,87,97.9,.2
119,수원,2020-07-30,28.3,.2,94,2.9
119,수원,2020-07-31,30,.1,92.3,2.6
119,수원,2020-08-01,29.2,28.7,91.4,.3
119,수원,2020-08-02,28.1,86.7,97.6,0
119,수원,2020-08-03,26.8,96.9,97,0
119,수원,2020-08-04,30.4,.2,89.8,.5
119,수원,2020-08-05,29.1,20.5,92.6,.7
119,수원,2020-08-06,26.2,131.5,95.5,1.7
119,수원,2020-08-07,25.9,.2,90.8,0
119,수원,2020-08-08,25,12.3,96,0
119,수원,2020-08-09,27.7,134.2,96,0
119,수원,2020-08-10,30.5,22.3,93,2
119,수원,2020-08-11,28.3,16.2,95,.6
119,수원,2020-08-12,30.9,0,91.1,1
119,수원,2020-08-13,32.1,0,87.1,1.6
119,수원,2020-08-14,29.9,0,88.9,1.3
119,수원,2020-08-15,29.3,46.6,95.6,1.2
119,수원,2020-08-16,31.6,,86.6,5.8
119,수원,2020-08-17,32.8,,83.4,8.4
119,수원,2020-08-18,32.2,,84.4,8.4
119,수원,2020-08-19,32.1,,84.6,10.7
119,수원,2020-08-20,33,,81.5,9.8
119,수원,2020-08-21,31.4,0,83.8,6.6
119,수원,2020-08-22,29.4,30.2,91.6,.8
119,수원,2020-08-23,30.4,,83.1,9.1
119,수원,2020-08-24,32,,78.3,11.5
119,수원,2020-08-25,34.9,0,75.1,10.5
119,수원,2020-08-26,34.2,1,70.6,7.9
119,수원,2020-08-27,30,10.9,84.3,1.4
119,수원,2020-08-28,30.9,2.3,90.9,4.3
119,수원,2020-08-29,28.9,18.3,95.9,2.5
119,수원,2020-08-30,30.9,.1,91.4,4.7
119,수원,2020-08-31,30.8,.2,77.6,2.9
119,수원,2020-09-01,29.7,.4,79.1,1.2
119,수원,2020-09-02,26,17.9,96.9,0
119,수원,2020-09-03,26.3,31.5,84.6,6.2
119,수원,2020-09-04,27.4,,75,11.9
119,수원,2020-09-05,27.5,0,72.3,3.7
119,수원,2020-09-06,25,9.4,82.9,0
119,수원,2020-09-07,22.4,59.9,95.4,0
119,수원,2020-09-08,26.9,,78.1,10.1
119,수원,2020-09-09,25.3,10.8,92.3,2
119,수원,2020-09-10,27.6,0,86.1,6.8
119,수원,2020-09-11,26.3,6.3,81.4,3.7
119,수원,2020-09-12,22.1,8.3,90.1,0
119,수원,2020-09-13,26.6,,74.4,10.5
119,수원,2020-09-14,26,,86.5,10.3
119,수원,2020-09-15,27.4,,83.5,7.2
119,수원,2020-09-16,25.4,0,89.9,1
119,수원,2020-09-17,24,,82,.4
119,수원,2020-09-18,26,,75.4,10.9
119,수원,2020-09-19,26.3,10.2,75.8,8.4
119,수원,2020-09-20,24.9,,71.9,11.7
119,수원,2020-09-21,24.6,,74,10.2
119,수원,2020-09-22,25.1,,63,9.5
119,수원,2020-09-23,23.5,,62.9,6
119,수원,2020-09-24,25.7,,61.4,8.7
119,수원,2020-09-25,25.5,,66.4,7.8
119,수원,2020-09-26,24.9,,63.1,9.8
119,수원,2020-09-27,26,,70,10.8
119,수원,2020-09-28,26,,76.5,11.2
119,수원,2020-09-29,24.4,,76.5,6.8
119,수원,2020-09-30,24.9,8.7,87.8,5.8
119,수원,2020-10-01,24.3,,82.1,5.7
119,수원,2020-10-02,23.8,0,84.3,5.7
119,수원,2020-10-03,23.8,21.9,81,3.4
119,수원,2020-10-04,22,0,71,4.9
119,수원,2020-10-05,18.3,,61.3,9.4
119,수원,2020-10-06,19.8,,65.6,10.6
119,수원,2020-10-07,21.7,,60.8,8.2
119,수원,2020-10-08,23.4,,57.6,10.8
119,수원,2020-10-09,23.5,,58.9,10.5
119,수원,2020-10-10,21.5,,66.9,8.2
119,수원,2020-10-11,20.6,,77.5,4.7
119,수원,2020-10-12,21.2,,80.3,8.2
119,수원,2020-10-13,18.2,,64.5,7.8
119,수원,2020-10-14,19.5,,56.1,6.9
119,수원,2020-10-15,18.4,,54.5,6.9
119,수원,2020-10-16,16.1,,73.1,0
119,수원,2020-10-17,18.6,.3,75,10.3
119,수원,2020-10-18,19.5,,78.9,9.9
119,수원,2020-10-19,21,,82.6,9.5
119,수원,2020-10-20,21.6,,77.6,9.7
119,수원,2020-10-21,17.3,,78.8,0
119,수원,2020-10-22,18.8,,71,6.2
119,수원,2020-10-23,12.9,,55.6,10.3
119,수원,2020-10-24,14.1,,55.9,10.3
119,수원,2020-10-25,18,,73.8,9
119,수원,2020-10-26,18.9,,79.6,9
119,수원,2020-10-27,19.5,,83,8.5
119,수원,2020-10-28,19,,61.1,9.5
119,수원,2020-10-29,16.4,,56.9,9.3
119,수원,2020-10-30,19,,60.4,9.8
119,수원,2020-10-31,18.6,,66.9,7.8
119,수원,2020-11-01,13.8,3.4,91.5,0
119,수원,2020-11-02,16.2,.3,69.4,9.6
119,수원,2020-11-03,9,1.4,52.1,9.8
119,수원,2020-11-04,10.7,,48.9,10
119,수원,2020-11-05,15.5,,69,7.6
119,수원,2020-11-06,16.8,,62.5,.3
119,수원,2020-11-07,17.5,,74.6,7
119,수원,2020-11-08,12.4,,50,9.7
119,수원,2020-11-09,9.8,0,44.6,6.8
119,수원,2020-11-10,13.3,,66.5,9.8
119,수원,2020-11-11,16.4,,73.4,9.5
119,수원,2020-11-12,17.8,,68.9,9.5
119,수원,2020-11-13,17,,80.1,5.2
119,수원,2020-11-14,18.8,,77.8,7.7
119,수원,2020-11-15,16.7,,85.8,8.8
119,수원,2020-11-16,17.9,,77.9,7.8
119,수원,2020-11-17,19.9,.4,70,2.3
119,수원,2020-11-18,19.7,5.1,91.3,0
119,수원,2020-11-19,20.7,43.3,90.4,0
119,수원,2020-11-20,7.8,0,79.1,0
119,수원,2020-11-21,12.7,0,72.3,7.5
119,수원,2020-11-22,9.2,2.9,82.4,.2
119,수원,2020-11-23,5.8,,64.5,9.3
119,수원,2020-11-24,8.4,,58.9,5.1
119,수원,2020-11-25,10.4,,70.9,9
119,수원,2020-11-26,11,,72.6,6.1
119,수원,2020-11-27,7.5,,65.6,6.4
119,수원,2020-11-28,3.7,,56.1,8.3
119,수원,2020-11-29,2.8,0,73.6,1.2
119,수원,2020-11-30,4.7,,67.4,9.2
119,수원,2020-12-01,6.5,,48.9,8.3
119,수원,2020-12-02,8,,44.1,5.1
119,수원,2020-12-03,5,,50.5,9
119,수원,2020-12-04,5.2,,60.9,9.2
119,수원,2020-12-05,7,,73.9,5
119,수원,2020-12-06,9,,78.6,4.6
119,수원,2020-12-07,7.5,,63.8,5.7
119,수원,2020-12-08,4.5,,58.4,8.9
119,수원,2020-12-09,5.8,,63.6,6
119,수원,2020-12-10,9.5,0,70.9,1.5
119,수원,2020-12-11,9.8,,82.1,5.5
119,수원,2020-12-12,6.8,,56.4,8.5
119,수원,2020-12-13,2.2,2.4,76.6,.9
119,수원,2020-12-14,-4.3,,50.3,9
119,수원,2020-12-15,-3.6,,44.6,9
119,수원,2020-12-16,-3.1,,43.6,9
119,수원,2020-12-17,.7,0,56,9
119,수원,2020-12-18,2.4,1.1,65.8,6.7
119,수원,2020-12-19,-1,,47.4,9
119,수원,2020-12-20,1.6,,59,9
119,수원,2020-12-21,4.1,,73.1,6.9
119,수원,2020-12-22,6.5,.7,75.9,6.8
119,수원,2020-12-23,9.2,,84.1,2.7
119,수원,2020-12-24,6.5,.2,70.9,8.5
119,수원,2020-12-25,3.8,,63.8,9
119,수원,2020-12-26,8.5,0,74,7.7
119,수원,2020-12-27,9.1,0,73.1,5.4
119,수원,2020-12-28,11.4,0,81.3,7.8
119,수원,2020-12-29,4.2,.2,82.3,0
119,수원,2020-12-30,-5.4,,56.8,9
119,수원,2020-12-31,-4.4,0,65.8,5.5
119,수원,2021-01-01,0,0,83.3,4.8
119,수원,2021-01-02,-.8,,47.8,8.9
119,수원,2021-01-03,-.4,,57.1,5.4
119,수원,2021-01-04,.6,0,68,3
119,수원,2021-01-05,-.8,0,56.9,9
119,수원,2021-01-06,-1.9,5.7,61.8,9.1
119,수원,2021-01-07,-8.3,,54.3,9.4
119,수원,2021-01-08,-10.7,,51.5,9.3
119,수원,2021-01-09,-7.7,,60.1,9.3
119,수원,2021-01-10,-2.7,0,68,7.8
119,수원,2021-01-11,-3.6,,77.5,.1
119,수원,2021-01-12,.7,1.5,88.1,4.5
119,수원,2021-01-13,8.7,,87.8,7
119,수원,2021-01-14,7.6,,54,8.3
119,수원,2021-01-15,11.3,0,74.3,.9
119,수원,2021-01-16,-.7,,67.9,7.8
119,수원,2021-01-17,-1.4,1.1,65.4,7.3
119,수원,2021-01-18,1.6,.3,75.5,3.5
119,수원,2021-01-19,-.5,,52.1,9.3
119,수원,2021-01-20,7.4,,46.6,9.1
119,수원,2021-01-21,8.3,9.1,73.9,.4
119,수원,2021-01-22,7.5,0,97.3,0
119,수원,2021-01-23,12.1,,71.9,5.2
119,수원,2021-01-24,13.1,,67.8,8.6
119,수원,2021-01-25,14.2,,70.6,8
119,수원,2021-01-26,6.6,4.1,92.3,0
